source	Tweets	sentiment	id	spans/0	spans/1	spans/2	spans/3	spans/4
stocktwits	'wouldn''t call any of these banks h+s quite yet    '	0.335	14003238	'wouldn''t call any of these banks h+s quite yet'				
stocktwits	banks to implode stress tests failing  selloff  	-0.298	5888204	banks to implode	stress tests failing	 selloff		
stocktwits	New recommendation from Carl Kirst of BMO Capital Markets    	0.566	23970758	New recommendation from Carl Kirst of BMO Capital Markets				
twitter	near a buy point last week    	0.102	7.19524447514964E+017	near a buy point last week				
twitter	PC shipments drop to lowest level since 2007    	-0.452	7.19825008327954E+017	PC shipments drop to lowest level since 2007				
stocktwits	Momentum building for breakout trigger Long setup   	0.592	14018712	Momentum building for breakout trigger	Long setup			
stocktwits	consistent gains but small one of my favorite trade   	0.219	8335537	consistent gains but small	one of my favorite trade			
stocktwits	$AAPL cult on stocktwits is actually disgusting    	-0.151	9353010	$AAPL cult on stocktwits is actually disgusting				
twitter	Higher In Afternoon Trade Buy Point   	0.243	7.19599977480253E+017	Higher In Afternoon Trade	Buy Point			
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
twitter	$ADBE flying    	0.361	7.10557981625037E+017	$ADBE flying				
twitter	Tesla to recall 2  700 Model X SUVs over seat issue    	-0.31	7.19596702924153E+017	Tesla to recall 2  700 Model X SUVs over seat issue				
stocktwits	Back in    	0.383	16660347	Back in				
stocktwits	US Adds 321K Jobs In November Unemployment Rate Remains At  Gold Futures off  	0.243	29932186	US Adds 321K Jobs In November	Unemployment Rate Remains At 	Gold Futures off		
twitter	under pressure along with the market    	0.014	7.19913633858212E+017	under pressure along with the market				
stocktwits	cash & cheap financing is fueling a wave of acquisitions    	0.39	10573348	cash & cheap financing is fueling a wave of acquisitions				
twitter	Worst #sentiment for #SP1500 #stocks at market close    	-0.479	7.10193993833976E+017	Worst #sentiment for #SP1500 #stocks at market close				
stocktwits	gold going parabolic keep chasing those tops boys   	0.442	19129771	gold going parabolic	keep chasing those tops boys			
stocktwits	I would take profits if you have them    	-0.244	34511802	I would take profits if you have them				
twitter	never widen your stop to stay in a trade    	-0.412	7.19609334469149E+017	never widen your stop to stay in a trade				
stocktwits	slips alongside shares on NSA leak news    	-0.198	14061640	slips alongside shares on NSA leak news				
twitter	Best outperformers ranked    	0.492	7.19523482736988E+017	Best outperformers ranked				
twitter	$GOOGL is setting up above its 50-day moving average    	0.696	7.19590747876385E+017	$GOOGL is setting up above its 50-day moving average				
stocktwits	weakest sector this year possible false breakout   	-0.458	12110894	weakest sector this year	possible false breakout			
twitter	Tesla is recalling 2  700 Model X cars    	-0.291	7.19571314495857E+017	Tesla is recalling 2  700 Model X cars				
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
twitter	Wish had my puts bac    	-0.485	7.19937689672221E+017	Wish had my puts bac				
stocktwits	see if they maintain 15% yield should be announcing the monthly divy   	0.078	35595680	see if they maintain 15% yield	should be announcing the monthly divy			
stocktwits	look at all the shorts running for cover    	0.375	16376874	look at all the shorts running for cover				
stocktwits	As with all 3x ETFs   it is subject to decay due to daily rebalancin so be careful holding   	-0.234	30798032	As with all 3x ETFs   it is subject to decay due to daily rebalancin	so be careful holding			
stocktwits	Signs of life are emerging :)    	0.27	21487028	Signs of life are emerging :)				
twitter	Markets Back in Black for 2016    	0.271	7.10822084579086E+017	Markets Back in Black for 2016				
stocktwits	I rather be neutral to bullish rather than bearish    	0.185	7282427	I rather be neutral to bullish rather than bearish				
stocktwits	Diversifies. Adds International exposure    	0.219	30769878	Diversifies. Adds International exposure				
stocktwits	Out $AAPL    	-0.27	7607512	Out $AAPL				
stocktwits	capped this range leads to meltdown   	-0.172	5984355	capped	this range leads to meltdown			
stocktwits	long on    	0.185	7957687	long on				
twitter	$GOOGL patents turn signal detector for autonomous cars.    	0.241	7.19579550842167E+017	$GOOGL patents turn signal detector for autonomous cars.				
twitter	moves up a little more today off of cup and handle    	0.306	7.1023517535182E+017	moves up a little more today off of cup and handle				
twitter	makes less profit than the sales of $AAPL Watch    	-0.641	7.1988948477139E+017	makes less profit than the sales of $AAPL Watch				
stocktwits	Comparable Store Sales -4%    	-0.441	5339568	Comparable Store Sales -4%				
stocktwits	Making higher highs & higher lows as it consolidates over past several weeks    	0.478	16092592	Making higher highs & higher lows as it consolidates over past several weeks				
stocktwits	looking to add a gold miner and possibly lower pe tech name into close    	0.425	24504842	looking to add a gold miner and possibly lower pe tech name into close				
stocktwits	sold at 139.26 and flat    	-0.695	7031131	sold at 139.26 and flat				
twitter	suddenly realizing    	-0.147	7.19648664193528E+017	suddenly realizing				
twitter	long    	0.488	7.09389876295111E+017	long				
twitter	$FIT and $SUNE have not changed.    	-0.179	7.09411365299982E+017	$FIT and $SUNE have not changed.				
twitter	$NUGT fucking beast mode   kicking shirts in the NUGT pouch    	0.665	7.19528014334308E+017	$NUGT fucking beast mode   kicking shirts in the NUGT pouch				
stocktwits	my hospital reits are slaughtered    	-0.399	36370880	my hospital reits are slaughtered				
stocktwits	i want to cry    	-0.595	32753996	i want to cry				
stocktwits	3 Top Japan ETFs To Surge Higher In 2H    	0.456	38895736	3 Top Japan ETFs To Surge Higher In 2H				
stocktwits	New bullish conversation activity    	0.461	30419243	New bullish conversation activity				
twitter	Bottom Losses    	-0.411	7.19699054645613E+017	Bottom Losses				
stocktwits	just follow the trend   follow the money flow    	0.165	30667508	just follow the trend   follow the money flow				
twitter	Short Squeeze Ready To Upside w Crossing Important Technical Level    	0.219	7.08351849796084E+017	Short Squeeze Ready To Upside w Crossing Important Technical Level				
twitter	'I''ll take the other side of that trade    '	0.422	7.19578962985382E+017	'I''ll take the other side of that trade'				
stocktwits	I love this stock/Co    	-0.125	20522452	I love this stock/Co				
stocktwits	no choice but to be positve    	0.323	7890419	no choice but to be positve				
twitter	Word on the street is that Allergen is looking at Endo International    	0.472	7.19558876123767E+017	Word on the street is that Allergen is looking at Endo International				
twitter	buy $WYNN    	0.489	7.0949979491011E+017	buy $WYNN				
stocktwits	$TSLA hype the news sell on news   	-0.073	14262688	$TSLA hype the news	sell on news			
stocktwits	Three black crows followed by a potential bear flag not looking promising short term   	-0.569	9077839	Three black crows followed by a potential bear flag	not looking promising short term			
twitter	Looking for a strong bounce Lunchtime rally coming   	0.46	7.19891468173844E+017	Looking for a strong bounce	Lunchtime rally coming			
twitter	trails $MSFT $ORCL $GOOG $CRM $ADBE    	0.177	7.19599233280512E+017	trails $MSFT $ORCL $GOOG $CRM $ADBE				
stocktwits	Stay With Best Of Breed Has Room To Run   	0.417	17875968	Stay With Best Of Breed	Has Room To Run			
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
twitter	orgetting the potential relative value of its users    	0.316	7.11720585143968E+017	orgetting the potential relative value of its users				
twitter	looking goo for 35.80s break out. It must hold 35.40s    	0.307	7.19528610630083E+017	looking goo for 35.80s break out. It must hold 35.40s				
stocktwits	USIO ops are profitable    	-0.362	36991184	USIO ops are profitable				
stocktwits	Bot $GMCR 75 Nov Call    	0.614	5713736	Bot $GMCR 75 Nov Call				
twitter	Reasons for caution about Chinese stocks    	-0.317	7.19680445550588E+017	Reasons for caution about Chinese stocks				
twitter	outperforms    	0.525	7.08396324710785E+017	outperforms				
stocktwits	earish Trader bets $550K that Stock Will Sell Off    	-0.493	13534209	earish Trader bets $550K that Stock Will Sell Off				
stocktwits	congrats shorts    	-0.494	14850402	congrats shorts				
stocktwits	Downbeaten stocks may be ripe for buys    	0.316	21382309	Downbeaten stocks may be ripe for buys				
stocktwits	picked some up like this going into 2014   	0.653	18479024	picked some up	like this going into 2014			
stocktwits	Worst performers today  $MGM $IO -6%   	-0.351	5679790	Worst performers today	 $MGM $IO -6%			
twitter	nt done good with that name so will pass it    	-0.319	7.10094676188127E+017	nt done good with that name so will pass it				
stocktwits	its been nothing but down    	-0.43	10421113	its been nothing but down				
stocktwits	Bullish MA Crossovers    	0.457	39047668	Bullish MA Crossovers				
stocktwits	player onto the 211 puts    	-0.652	36710496	player onto the 211 puts				
stocktwits	Someone wants in    	0.29	15108978	Someone wants in				
stocktwits	'$pcln back over ''up'' trendline    '	0.308	5561391	'$pcln back over ''up'' trendline'				
stocktwits	Found some good bull setups this week    	0.448	28165236	Found some good bull setups this week				
stocktwits	is just humming easing overbought    	-0.404	13865641	is just humming easing overbought				
stocktwits	just follow the trend   follow the money flow    	0.165	30667508	just follow the trend   follow the money flow				
stocktwits	is up 19%    	0.128	7810443	is up 19%				
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
stocktwits	Ron Johnson tried   and failed   to inject a bit of Apple culture into JC Penney    	-0.335	13024560	Ron Johnson tried   and failed   to inject a bit of Apple culture into JC Penney				
stocktwits	not the prettiest candlesticks no signs of gap fill yet   	0	13703137	not the prettiest candlesticks	no signs of gap fill yet			
stocktwits	agree risky watching very closely    	-0.375	11156682	agree risky watching very closely				
stocktwits	breakout from the consolidation zone bot some @   	0.724	33097782	breakout from the consolidation zone	bot some @			
twitter	Took Small posistion on $TSLA    	-0.114	7.19582195468399E+017	Took Small posistion on $TSLA				
twitter	flop would just get everyone running to the fences.    	-0.546	7.19554180172501E+017	flop would just get everyone running to the fences.				
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
twitter	Worst #sentiment for #SP1500 #stocks at market close    	-0.479	7.10193993833976E+017	Worst #sentiment for #SP1500 #stocks at market close				
stocktwits	new squeeze plays    	-0.339	27109636	new squeeze plays				
stocktwits	people are calling it bearish Some heading for exits already   	-0.148	26160853	people are calling it bearish	Some heading for exits already			
twitter	long $SQ LONG 3300 SQ   	0.325	7.19857924017885E+017	long $SQ	LONG 3300 SQ			
stocktwits	Fader play here    	-0.219	14736590	Fader play here				
stocktwits	all sectors improved in bullish breadth.    	0.647	6061294	all sectors improved in bullish breadth.				
twitter	top-rated    	0.428	7.08410688230842E+017	top-rated				
stocktwits	Stochastic Overbought    	-0.516	39047349	Stochastic Overbought				
twitter	China February Retail Sales: E-Commerce Remains Resilient    	0.383	7.09776718026768E+017	China February Retail Sales: E-Commerce Remains Resilient				
twitter	China February Retail Sales: E-Commerce Remains Resilient    	0.383	7.09776718026768E+017	China February Retail Sales: E-Commerce Remains Resilient				
stocktwits	Large cap tech is finally trying to catch up with the rest of the market    	0.373	13279906	Large cap tech is finally trying to catch up with the rest of the market				
twitter	Stock dropping hard...    	-0.626	7.19571943767282E+017	Stock dropping hard...				
